1001	12.3806508793035
1002	11.53506375200637
1003	11.180728615686835
1004	12.295194116201095
1005	11.871473200087763
1006	11.088821389342646
1007	11.360432586713312
1008	13.62743388316569
1009	12.172950332877992
1010	10.194202948892867
1011	13.011484560204783
1012	9.997412924155705
1013	12.58391073782809
1014	12.402349382926051
1015	11.067140481861369
1016	12.996465190655215
1017	3.9013614021433467
1018	13.730671205907166
1019	7.0868175744046775
1020	12.934069475605154
1021	11.658946216706996
1022	10.54294410657916
1023	10.357443035093599
1024	11.822659864442716
1025	11.472073841540967
1026	11.380831015388997
1027	13.274170673517562
1028	12.387671441586374
1029	11.672508439753909
1030	9.42671831948775
1031	10.849970222967178
1032	7.181835717615377
1033	12.287841390609346
1034	11.436156676161563
1035	12.248921917285749
1036	13.105739030875197
1037	12.334654615929319
1038	12.011896552676422
1039	11.734552287602554
1040	13.250725069739063
1041	6.623262436973113
1042	12.049409607120625
1043	11.579401319716387
1044	11.161942921459458
